Region,Month,Workflow,Original Footprint (gCO2e),Makespan (s),Reduction 6h (%),Overhead,Reduction 12h (%),Overhead,Reduction 24h (%),Overhead,Reduction 48h (%),Overhead,Reduction 96h (%),Overhead
ca,oct,rangeland,2610.35,24799,0.00,253.05,4.43,504.63,16.50,250.05,40.30,1313.66,81.30,253.05
ca,oct,rnaseq,1822.07,11011,0.10,837.53,0.17,1135.38,0.17,1135.38,0.17,1030.38,80.00,837.53
ca,oct,sarek,3473.57,18265,0.00,28.77,0.00,28.77,0.00,28.77,22.80,1359.85,81.37,28.77
ca,nov,chipseq,2613.26,13324,0.10,806.42,0.17,718.42,0.17,1847.98,0.17,1847.98,0.17,806.42
ca,nov,mag,5184.61,45476,0.17,0.00,0.33,458.52,0.57,1086.38,1.57,2761.47,3.20,0.00
ca,nov,montage,138.58,1900,0.40,103.00,2.07,47.00,2.77,439.00,3.00,453.00,3.00,103.00
ca,nov,nanoseq,145.44,20032,0.43,67.47,0.43,67.47,0.43,67.47,0.43,67.47,0.43,67.47
ca,nov,rangeland,2576.88,24799,0.00,282.33,0.03,351.10,0.20,1207.07,0.30,1091.25,0.50,282.33
ca,nov,rnaseq,1797.43,11011,0.20,299.34,0.33,1042.26,0.50,1433.68,0.50,1394.68,0.50,299.34
ca,nov,sarek,3417.07,18265,0.03,298.41,0.03,350.83,0.03,547.25,0.03,350.83,0.03,298.41
ca,dec,chipseq,2645.21,13324,0.00,187.37,0.00,216.37,0.00,459.94,0.00,439.94,0.00,187.37
ca,dec,mag,5179.87,45476,0.37,561.99,0.70,742.29,1.17,766.99,1.50,3058.46,2.50,561.99
ca,dec,montage,134.80,1900,1.13,497.00,1.70,150.00,2.17,301.00,2.17,654.00,2.17,497.00
ca,dec,nanoseq,147.23,20032,0.23,88.23,0.23,88.23,0.23,88.23,0.23,55.49,0.23,88.23
ca,dec,rangeland,2601.70,24799,0.10,1049.25,0.10,1086.33,0.20,1254.66,0.30,1377.00,0.40,1049.25
ca,dec,rnaseq,1811.33,11011,0.00,272.34,0.00,481.13,0.00,490.67,0.03,490.67,0.03,272.34
ca,dec,sarek,3467.07,18265,0.10,587.82,0.10,580.54,0.10,597.31,0.10,597.31,0.10,587.82
tx,jan,chipseq,1642.15,13324,0.10,736.41,1.60,777.41,1.60,1015.49,82.57,577.28,99.80,736.41
tx,jan,mag,2121.37,45476,12.27,1093.51,25.20,1140.81,46.63,959.05,46.63,971.05,46.63,1093.51
tx,jan,montage,172.26,1900,50.63,293.59,99.90,264.18,99.90,293.59,99.90,486.18,99.90,293.59
tx,jan,nanoseq,110.46,20032,1.63,391.59,9.37,580.38,37.90,241.75,99.80,65.52,99.80,391.59
tx,jan,rangeland,2086.10,24799,11.13,1253.07,22.97,1520.30,46.50,1224.07,90.83,552.67,99.80,1253.07
tx,jan,rnaseq,766.23,11011,6.27,502.67,6.27,502.67,6.27,502.67,61.27,588.69,99.70,502.67
tx,jan,sarek,2507.17,18265,0.10,836.24,0.20,1560.61,22.87,1321.85,86.97,491.82,99.80,836.24
tx,feb,chipseq,3321.75,13324,0.23,297.47,0.27,618.42,0.27,540.74,0.27,540.74,26.50,297.47
tx,feb,mag,5212.21,45476,3.03,543.99,3.77,559.52,3.97,1227.48,3.97,2093.47,14.60,543.99
tx,feb,montage,171.53,1900,0.47,577.00,0.83,47.00,1.13,0.00,1.17,301.00,1.17,577.00
tx,feb,nanoseq,184.86,20032,0.40,191.74,0.43,334.67,0.43,433.49,0.47,261.05,39.63,191.74
tx,feb,rangeland,3253.79,24799,0.10,583.63,0.20,930.33,0.30,1850.51,2.03,1880.51,32.90,583.63
tx,feb,rnaseq,2271.71,11011,0.00,0.00,0.07,532.67,0.07,482.67,0.07,482.67,4.00,0.00
tx,feb,sarek,4349.68,18265,0.13,601.25,0.20,1130.65,0.20,2269.71,0.20,2153.34,36.30,601.25
tx,mar,chipseq,3051.05,13324,0.00,468.94,0.30,276.47,0.77,846.12,0.77,846.12,0.77,468.94
tx,mar,mag,6352.41,45476,0.17,337.99,0.30,280.50,0.60,799.29,1.40,1139.48,29.67,337.99
tx,mar,montage,0.15,1900,0.00,122.00,0.00,99.00,0.00,99.00,0.00,150.00,0.00,122.00
tx,mar,nanoseq,186.03,20032,3.33,216.28,3.50,340.34,3.50,147.59,3.50,366.30,3.67,216.28
tx,mar,rangeland,3119.58,24799,0.20,572.63,0.40,289.33,0.50,1086.07,0.50,1008.26,0.90,572.63
tx,mar,rnaseq,2062.36,11011,0.00,0.00,0.00,1.06,0.23,536.13,0.27,807.19,0.27,0.00
tx,mar,sarek,4146.61,18265,0.40,574.82,0.60,274.41,0.70,1404.09,0.73,1870.88,0.83,574.82
tx,apr,chipseq,3339.74,13324,1.30,585.74,2.10,572.94,3.00,836.12,3.00,811.41,3.77,585.74
tx,apr,mag,6295.30,45476,0.07,937.05,0.27,1431.98,0.47,2592.38,1.03,3281.96,1.93,937.05
tx,apr,montage,180.98,1900,3.10,111.00,4.03,295.00,6.37,169.00,9.50,464.00,99.70,111.00
tx,apr,nanoseq,182.34,20032,0.70,142.14,0.77,401.37,0.93,334.35,1.13,150.90,1.93,142.14
tx,apr,rangeland,3220.98,24799,0.20,796.33,0.40,1538.88,0.63,1822.51,1.50,2017.33,2.00,796.33
tx,apr,rnaseq,2305.48,11011,1.03,521.69,1.93,576.69,3.67,867.01,3.93,963.34,4.80,521.69
tx,apr,sarek,4316.53,18265,0.87,598.25,0.97,737.24,1.07,1621.92,1.27,1977.38,2.17,598.25
tx,may,chipseq,3195.00,13324,0.10,861.41,0.20,1164.49,0.50,1359.83,0.50,1395.23,92.93,861.41
tx,may,mag,4119.01,45476,1.63,719.29,5.37,1288.81,8.30,1539.98,8.30,2527.65,8.30,719.29
tx,may,montage,169.68,1900,0.30,160.00,0.47,375.00,1.20,103.00,3.47,395.00,3.47,160.00
tx,may,nanoseq,176.43,20032,0.07,40.85,0.07,40.85,0.07,40.85,28.60,521.21,84.33,40.85
tx,may,rangeland,3126.65,24799,0.10,296.81,0.10,173.10,12.63,531.67,42.37,1624.70,70.57,296.81
tx,may,rnaseq,2192.53,11011,0.10,849.01,0.10,837.01,0.23,1291.32,0.43,1953.51,99.40,849.01
tx,may,sarek,4166.66,18265,0.20,978.08,0.20,1015.65,0.20,1015.65,19.07,1913.88,73.53,978.08
tx,jun,chipseq,3153.04,13324,0.90,739.42,1.30,861.42,1.80,1144.56,1.97,2166.98,2.00,739.42
tx,jun,mag,6033.09,45476,0.10,227.88,0.20,1171.81,0.40,825.49,0.90,1232.48,1.40,227.88
tx,jun,montage,161.49,1900,0.90,103.00,1.30,150.00,1.50,356.00,1.90,260.00,1.90,103.00
tx,jun,nanoseq,173.51,20032,0.20,0.00,0.27,8.50,0.63,191.74,0.83,366.99,0.87,0.00
tx,jun,rangeland,3064.22,24799,0.30,486.63,0.57,555.63,0.80,938.20,0.90,1492.30,0.90,486.63
tx,jun,rnaseq,2175.34,11011,0.60,579.69,1.30,578.67,2.60,535.67,2.87,675.01,2.87,579.69
tx,jun,sarek,4097.92,18265,0.37,392.82,0.37,635.24,0.53,1404.61,1.00,1736.34,1.03,392.82
tx,jul,chipseq,3271.29,13324,0.60,520.94,1.23,567.94,2.07,886.12,2.30,2202.98,2.60,520.94
tx,jul,mag,6249.52,45476,0.10,1323.48,0.17,1373.48,0.47,1604.26,1.20,1298.57,3.13,1323.48
tx,jul,montage,172.34,1900,4.97,250.00,5.80,103.00,6.63,555.00,6.90,433.00,6.90,250.00
tx,jul,nanoseq,181.05,20032,1.33,241.56,1.73,0.00,1.97,148.56,2.30,438.71,2.40,241.56
tx,jul,rangeland,3158.48,24799,0.50,545.63,0.70,408.67,0.70,1228.07,1.40,1362.88,1.40,545.63
tx,jul,rnaseq,2238.66,11011,0.70,295.34,1.00,298.84,1.60,845.53,2.07,1534.45,2.37,295.34
tx,jul,sarek,4264.29,18265,0.80,573.82,1.30,578.82,1.77,1288.85,1.90,1618.61,2.30,573.82
tx,aug,chipseq,3125.21,13324,0.90,1041.56,1.10,1148.56,1.10,1148.56,1.10,1148.56,2.67,1041.56
tx,aug,mag,6005.78,45476,0.20,276.88,0.43,397.52,3.73,290.76,6.23,1208.81,7.03,276.88
tx,aug,montage,179.22,1900,0.00,0.00,0.20,202.00,2.80,0.00,9.13,394.00,9.13,0.00
tx,aug,nanoseq,174.92,20032,0.77,58.70,0.77,58.70,0.77,58.70,1.90,299.98,3.57,58.70
tx,aug,rangeland,3107.13,24799,0.10,466.63,0.10,282.05,0.90,442.67,3.00,1361.88,9.20,466.63
tx,aug,rnaseq,2147.01,11011,1.00,971.26,1.47,1258.68,1.73,1963.69,1.73,1963.69,2.97,971.26
tx,aug,sarek,4095.08,18265,0.03,292.77,0.10,561.82,0.10,790.24,0.93,1322.06,2.67,292.77
tx,sep,chipseq,3334.85,13324,1.67,828.42,3.00,847.42,3.57,1117.88,4.27,1973.30,4.37,828.42
tx,sep,mag,6344.51,45476,0.03,570.99,0.13,995.51,0.57,1020.05,2.30,933.51,3.60,570.99
tx,sep,montage,170.81,1900,0.30,0.00,0.57,47.00,0.60,260.00,0.70,467.00,2.07,0.00
tx,sep,nanoseq,181.37,20032,0.77,318.99,1.27,354.53,1.73,136.82,1.83,182.00,1.83,318.99
tx,sep,rangeland,3202.85,24799,0.43,704.44,0.90,726.00,1.40,995.20,1.50,588.20,1.50,704.44
tx,sep,rnaseq,2340.84,11011,2.00,555.67,4.13,649.19,6.73,569.67,7.50,1120.38,7.57,555.67
tx,sep,sarek,4316.29,18265,0.67,565.54,1.37,845.31,2.47,854.67,2.87,2524.71,2.87,565.54
tx,oct,chipseq,3433.85,13324,0.50,807.42,1.27,828.42,2.30,548.94,3.17,1118.88,7.40,807.42
tx,oct,mag,6243.95,45476,0.57,1008.05,0.93,907.05,1.40,556.99,2.40,625.29,3.70,1008.05
tx,oct,montage,177.40,1900,1.77,203.00,2.20,348.00,2.80,222.00,6.47,99.00,7.50,203.00
tx,oct,nanoseq,187.62,20032,0.43,118.59,0.80,281.47,1.33,415.73,2.37,287.71,7.63,118.59
tx,oct,rangeland,3290.85,24799,0.30,612.20,0.40,1134.30,0.60,1389.07,3.00,1213.88,7.10,612.20
tx,oct,rnaseq,2371.95,11011,0.50,830.01,1.10,744.53,2.87,831.01,4.30,1027.38,7.77,830.01
tx,oct,sarek,4444.18,18265,0.40,621.67,0.67,865.67,1.47,335.54,2.10,1344.85,7.33,621.67
tx,nov,chipseq,3154.61,13324,0.10,685.12,0.10,1194.86,0.10,1020.88,0.10,1194.86,0.30,685.12
tx,nov,mag,6203.93,45476,0.30,1100.51,0.60,2069.98,1.07,1290.48,1.80,1443.57,1.90,1100.51
tx,nov,montage,175.75,1900,0.00,203.00,0.80,47.00,1.00,394.00,2.67,497.00,99.90,203.00
tx,nov,nanoseq,176.84,20032,0.63,32.50,0.63,65.14,0.67,132.61,0.80,356.43,1.17,32.50
tx,nov,rangeland,3150.03,24799,0.20,1013.33,0.30,940.26,1.00,1623.33,1.70,1952.00,2.10,1013.33
tx,nov,rnaseq,2153.63,11011,0.00,483.67,0.00,483.67,0.00,591.67,0.00,591.67,0.07,483.67
tx,nov,sarek,4139.16,18265,0.00,292.77,0.00,292.77,0.07,523.25,0.10,988.67,0.50,292.77
tx,dec,chipseq,3149.34,13324,0.70,684.12,0.90,1165.36,1.07,1233.86,1.07,1233.86,42.87,684.12
tx,dec,mag,5084.28,45476,0.13,281.50,0.13,635.63,0.13,656.63,0.13,1356.98,0.13,281.50
tx,dec,montage,168.63,1900,1.40,474.00,1.70,169.00,3.47,203.00,4.57,130.00,4.80,474.00
tx,dec,nanoseq,173.35,20032,0.13,0.00,0.13,0.00,0.13,0.00,1.93,8.50,31.93,0.00
tx,dec,rangeland,3096.63,24799,0.00,294.33,0.10,303.67,0.30,255.33,17.00,510.67,28.63,294.33
tx,dec,rnaseq,2164.79,11011,0.40,566.13,0.80,1118.38,1.37,1525.06,1.43,1485.06,35.93,566.13
tx,dec,sarek,4094.42,18265,0.20,797.24,0.20,797.24,0.20,797.24,0.20,797.24,30.50,797.24
zaf,jan,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,jan,mag,10930.99,45476,0.00,684.63,0.00,866.63,0.97,1073.05,4.47,550.75,8.47,684.63
zaf,jan,montage,297.49,1900,0.00,0.00,0.00,293.59,0.00,0.00,0.00,221.94,0.00,0.00
zaf,jan,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,jan,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,437.63,1.93,808.44
zaf,jan,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,jan,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,feb,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,feb,mag,10930.99,45476,0.00,684.63,0.00,866.63,0.00,1073.05,2.70,550.75,4.00,684.63
zaf,feb,montage,297.49,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,feb,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,feb,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,437.63,0.00,808.44
zaf,feb,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,feb,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,mar,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,mar,mag,10935.78,45476,0.00,757.63,0.00,268.76,0.00,1091.57,1.00,1135.99,6.67,757.63
zaf,mar,montage,297.49,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,mar,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,mar,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,1128.07,0.00,808.44
zaf,mar,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,mar,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,apr,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,apr,mag,10935.78,45476,0.00,757.63,0.00,268.76,0.00,1091.57,2.77,1135.99,7.40,757.63
zaf,apr,montage,297.49,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,apr,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,apr,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,1128.07,0.00,808.44
zaf,apr,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,apr,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,may,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,may,mag,10935.78,45476,0.00,757.63,0.00,268.76,0.00,1091.57,2.77,1135.99,7.40,757.63
zaf,may,montage,297.49,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,may,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,may,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,1128.07,0.00,808.44
zaf,may,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,may,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,jun,chipseq,5789.65,13324,0.10,622.41,0.10,390.74,0.20,790.12,0.40,579.28,0.40,622.41
zaf,jun,mag,10964.20,45476,0.00,446.49,0.00,216.50,0.10,252.88,0.17,485.52,5.50,446.49
zaf,jun,montage,298.81,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.40,497.00,0.40,0.00
zaf,jun,nanoseq,319.98,20032,0.00,148.56,0.10,0.00,0.17,146.14,0.17,253.57,0.20,148.56
zaf,jun,rangeland,5615.86,24799,0.00,779.44,0.00,738.44,0.00,930.26,0.00,1188.07,0.10,779.44
zaf,jun,rnaseq,3977.49,11011,0.00,725.01,0.10,462.67,0.30,569.67,0.40,750.53,0.40,725.01
zaf,jun,sarek,7553.39,18265,0.00,800.24,0.10,874.31,0.20,671.67,0.20,750.31,0.20,800.24
zaf,jul,chipseq,5786.83,13324,0.00,585.28,0.00,577.74,0.10,1139.49,0.10,1982.98,0.10,585.28
zaf,jul,mag,10971.63,45476,0.00,752.51,0.00,1044.99,0.10,1519.14,0.17,863.05,0.30,752.51
zaf,jul,montage,298.81,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.40,497.00,0.40,0.00
zaf,jul,nanoseq,320.24,20032,0.00,207.76,0.00,81.50,0.07,265.54,0.07,363.26,0.10,207.76
zaf,jul,rangeland,5622.30,24799,0.00,722.44,0.00,1140.25,0.00,544.10,0.00,1050.26,0.10,722.44
zaf,jul,rnaseq,3973.34,11011,0.00,725.01,0.10,462.69,0.10,786.53,0.20,857.38,0.20,725.01
zaf,jul,sarek,7558.08,18265,0.00,870.25,0.10,1011.08,0.10,1307.50,0.10,358.83,0.10,870.25
zaf,aug,chipseq,5768.36,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,aug,mag,10951.66,45476,0.00,727.29,0.00,1074.05,0.10,1203.81,1.10,1347.81,6.80,727.29
zaf,aug,montage,297.49,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,aug,nanoseq,319.25,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,281.47,0.00,148.56
zaf,aug,rangeland,5604.85,24799,0.00,808.44,0.00,452.10,0.00,970.26,0.00,757.44,0.00,808.44
zaf,aug,rnaseq,3959.96,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,aug,sarek,7531.81,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,1473.50,0.00,531.54
zaf,sep,chipseq,5793.95,13324,0.00,622.41,0.10,390.74,0.20,790.12,0.40,0.00,0.40,622.41
zaf,sep,mag,10968.19,45476,0.00,192.88,0.00,638.51,0.10,623.49,1.10,1135.48,5.13,192.88
zaf,sep,montage,298.79,1900,0.00,0.00,0.00,99.00,0.00,158.00,0.00,202.00,0.40,0.00
zaf,sep,nanoseq,320.28,20032,0.00,148.56,0.10,142.14,0.17,21.26,0.17,241.13,0.20,148.56
zaf,sep,rangeland,5619.58,24799,0.00,808.44,0.00,452.10,0.00,506.63,0.00,0.33,0.10,808.44
zaf,sep,rnaseq,3977.53,11011,0.00,725.01,0.00,462.67,0.10,569.67,0.40,0.00,0.40,725.01
zaf,sep,sarek,7559.38,18265,0.00,800.24,0.10,843.31,0.17,987.08,0.20,0.00,0.20,800.24
zaf,oct,chipseq,5768.65,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,oct,mag,10941.29,45476,0.00,1047.99,0.00,1390.38,0.10,268.76,1.03,848.51,6.73,1047.99
zaf,oct,montage,297.50,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,oct,nanoseq,319.26,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,oct,rangeland,5605.13,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,1128.07,0.00,808.44
zaf,oct,rnaseq,3960.16,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,oct,sarek,7532.18,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
zaf,nov,chipseq,5768.65,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,829.41,0.00,585.28
zaf,nov,mag,10947.13,45476,0.00,737.29,0.00,969.05,1.03,916.99,4.60,0.00,6.83,737.29
zaf,nov,montage,297.50,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,nov,nanoseq,319.26,20032,0.00,148.56,0.00,142.14,0.00,0.00,0.00,0.00,0.00,148.56
zaf,nov,rangeland,5605.13,24799,0.00,276.33,0.00,276.33,0.00,276.33,0.00,96.81,1.93,276.33
zaf,nov,rnaseq,3960.16,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,nov,sarek,7532.18,18265,0.00,531.54,0.00,843.31,0.00,866.24,0.00,1067.65,0.00,531.54
zaf,dec,chipseq,5768.65,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
zaf,dec,mag,10931.53,45476,0.00,684.63,0.00,866.63,0.00,1073.05,2.70,550.75,5.73,684.63
zaf,dec,montage,297.50,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
zaf,dec,nanoseq,319.26,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
zaf,dec,rangeland,5605.13,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,437.63,0.00,808.44
zaf,dec,rnaseq,3960.16,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
zaf,dec,sarek,7532.18,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
tyo,jan,chipseq,3360.38,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,0.00,0.10,585.28
tyo,jan,mag,6365.46,45476,0.00,854.29,0.00,576.99,0.00,713.29,0.00,737.99,0.00,854.29
tyo,jan,montage,173.30,1900,0.00,0.00,0.00,293.59,0.00,0.00,0.00,221.94,0.10,0.00
tyo,jan,nanoseq,185.98,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.10,0.00,0.10,148.56
tyo,jan,rangeland,3264.79,24799,0.00,1105.26,0.00,452.10,0.00,495.63,0.10,437.63,0.10,1105.26
tyo,jan,rnaseq,2306.89,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,722.53,0.10,725.01
tyo,jan,sarek,4387.68,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.10,531.54
tyo,feb,chipseq,3360.38,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,0.00,0.10,585.28
tyo,feb,mag,6365.30,45476,0.00,222.76,0.00,574.29,0.00,171.76,0.00,609.29,0.00,222.76
tyo,feb,montage,173.30,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.10,0.00
tyo,feb,nanoseq,185.98,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.10,0.00,0.10,148.56
tyo,feb,rangeland,3264.65,24799,0.00,1105.26,0.00,452.10,0.00,495.63,0.10,437.63,0.10,1105.26
tyo,feb,rnaseq,2306.89,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,462.69,0.10,725.01
tyo,feb,sarek,4387.68,18265,0.00,750.31,0.00,843.31,0.00,987.08,0.10,540.54,0.10,750.31
tyo,mar,chipseq,3360.38,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.10,0.00,0.10,585.28
tyo,mar,mag,6364.83,45476,0.00,576.99,0.00,0.00,0.00,515.75,0.00,661.63,0.00,576.99
tyo,mar,montage,173.30,1900,0.00,99.00,0.00,99.00,0.00,47.00,0.00,202.00,0.10,99.00
tyo,mar,nanoseq,185.97,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.10,0.00,0.10,148.56
tyo,mar,rangeland,3264.51,24799,0.00,1105.26,0.00,452.10,0.00,495.63,0.10,266.05,0.10,1105.26
tyo,mar,rnaseq,2306.89,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,534.13,0.10,725.01
tyo,mar,sarek,4387.68,18265,0.00,800.24,0.00,843.31,0.00,987.08,0.10,540.54,0.10,800.24
tyo,apr,chipseq,3357.64,13324,0.00,573.28,0.00,182.28,0.00,822.42,0.00,254.37,0.00,573.28
tyo,apr,mag,6362.57,45476,0.00,872.05,0.00,1120.05,0.00,1132.99,0.00,2003.10,0.00,872.05
tyo,apr,montage,173.30,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.10,314.00,0.10,0.00
tyo,apr,nanoseq,185.83,20032,0.00,390.12,0.00,163.40,0.00,86.32,0.00,0.00,0.00,390.12
tyo,apr,rangeland,3262.43,24799,0.00,984.20,0.00,972.20,0.00,1384.88,0.00,642.33,0.00,984.20
tyo,apr,rnaseq,2305.07,11011,0.00,781.01,0.00,462.67,0.00,665.53,0.00,720.19,0.00,781.01
tyo,apr,sarek,4384.11,18265,0.00,781.24,0.00,1300.09,0.00,1213.06,0.00,787.31,0.00,781.24
tyo,may,chipseq,3357.54,13324,0.00,585.28,0.00,390.74,0.00,790.12,0.00,254.37,0.00,585.28
tyo,may,mag,6362.49,45476,0.00,684.63,0.00,866.63,0.00,1073.05,0.00,550.75,0.00,684.63
tyo,may,montage,173.16,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.00,0.00
tyo,may,nanoseq,185.82,20032,0.00,148.56,0.00,142.14,0.00,21.26,0.00,0.00,0.00,148.56
tyo,may,rangeland,3262.36,24799,0.00,808.44,0.00,452.10,0.00,495.63,0.00,437.63,0.00,808.44
tyo,may,rnaseq,2304.94,11011,0.00,725.01,0.00,462.67,0.00,569.67,0.00,720.19,0.00,725.01
tyo,may,sarek,4383.96,18265,0.00,531.54,0.00,843.31,0.00,987.08,0.00,540.54,0.00,531.54
tyo,jun,chipseq,3358.46,13324,0.00,281.14,0.00,0.00,0.00,840.12,0.00,254.37,0.00,281.14
tyo,jun,mag,6362.79,45476,0.00,234.88,0.00,0.00,0.00,576.99,0.00,738.63,0.00,234.88
tyo,jun,montage,173.30,1900,0.00,0.00,0.10,0.00,0.10,0.00,0.10,202.00,0.10,0.00
tyo,jun,nanoseq,185.83,20032,0.00,0.00,0.00,0.00,0.00,437.33,0.00,0.00,0.00,0.00
tyo,jun,rangeland,3262.76,24799,0.00,221.81,0.00,0.00,0.00,1230.07,0.00,929.25,0.00,221.81
tyo,jun,rnaseq,2305.61,11011,0.00,215.84,0.00,0.00,0.00,274.34,0.00,720.19,0.00,215.84
tyo,jun,sarek,4384.73,18265,0.00,289.41,0.00,0.00,0.00,802.25,0.00,550.83,0.00,289.41
tyo,jul,chipseq,3361.17,13324,0.00,818.42,0.00,294.37,0.00,1133.88,0.10,0.00,0.10,818.42
tyo,jul,mag,6365.48,45476,0.00,301.52,0.00,232.76,0.00,508.52,0.00,774.05,0.00,301.52
tyo,jul,montage,173.30,1900,0.00,0.00,0.00,99.00,0.00,0.00,0.00,202.00,0.10,0.00
tyo,jul,nanoseq,186.01,20032,0.00,241.56,0.00,142.14,0.00,21.26,0.10,0.00,0.10,241.56
tyo,jul,rangeland,3265.27,24799,0.00,776.44,0.00,221.33,0.00,727.44,0.10,971.26,0.10,776.44
tyo,jul,rnaseq,2307.30,11011,0.00,999.26,0.00,298.84,0.00,1105.34,0.00,874.19,0.10,999.26
